Restaurant,Review,Topics,Rating
ayakosushi,"Sushi purchased from the menu, so already made in the morning or the day before, dry rice, no flavor",restaurant good; good fresh; perfect usual; missing order; order time; good sushi; excellent quality; order ordering; sushi good; delicious fast,1
ayakosushi,"Always smiling and very friendly. The boss has a very good memory of faces and comes to greet you in person. And what's more, it's good!",restaurant good; good fresh; perfect usual; missing order; order time; good sushi; excellent quality; order ordering; sushi good; delicious fast,5
ayakosushi,Great experience! Great experience with well-stocked menus full of flavors.,restaurant good; good fresh; perfect usual; missing order; order time; good sushi; excellent quality; order ordering; sushi good; delicious fast,5
ayakosushi,Super top! Super good ! Super smiling team!,restaurant good; good fresh; perfect usual; missing order; order time; good sushi; excellent quality; order ordering; sushi good; delicious fast,5
ayakosushi,"Always a pleasure to come and eat sushi at ayako! They are some of the best, we enjoy it every time",restaurant good; good fresh; perfect usual; missing order; order time; good sushi; excellent quality; order ordering; sushi good; delicious fast,5
ayakosushi,"Very good, well packaged, nothing forgotten, everything worked perfectly",restaurant good; good fresh; perfect usual; missing order; order time; good sushi; excellent quality; order ordering; sushi good; delicious fast,5
ayakosushi,"Hello, This is the first time I have ordered, I found it excellent, my children loved it.",restaurant good; good fresh; perfect usual; missing order; order time; good sushi; excellent quality; order ordering; sushi good; delicious fast,5
ayakosushi,Product quality always up to par. Very friendly welcome.,restaurant good; good fresh; perfect usual; missing order; order time; good sushi; excellent quality; order ordering; sushi good; delicious fast,5
ayakosushi,"Order ready on time and complete, warm welcome for collection.",restaurant good; good fresh; perfect usual; missing order; order time; good sushi; excellent quality; order ordering; sushi good; delicious fast,5
ayakosushi,I collected my order perfectly...I collected my order perfectly prepared and at the agreed time.,restaurant good; good fresh; perfect usual; missing order; order time; good sushi; excellent quality; order ordering; sushi good; delicious fast,5
ayakosushi,"Hello, The spring rolls were not cooked enough, the cooked chicken mayonnaise sushi was mixed with the fresh spring rolls and the sauce leaked into my bag because it was poorly closed",restaurant good; good fresh; perfect usual; missing order; order time; good sushi; excellent quality; order ordering; sushi good; delicious fast,2
ayakosushi,good duo meal with 40 fine pieces and…good duo meal with 40 fine and fresh pieces for 2. asahi beer is easy to drink.thank you,restaurant good; good fresh; perfect usual; missing order; order time; good sushi; excellent quality; order ordering; sushi good; delicious fast,5
ayakosushi,Very good meal just a little wait…Very good meal just a little wait even though the order was taken online for a specific time.,restaurant good; good fresh; perfect usual; missing order; order time; good sushi; excellent quality; order ordering; sushi good; delicious fast,4
ayakosushi,Dishes ordered prepared in advance Quality choice Very satisfied,restaurant good; good fresh; perfect usual; missing order; order time; good sushi; excellent quality; order ordering; sushi good; delicious fast,5
ayakosushi,At the top!!!Always a treat never disappointed we ask for more!!!,restaurant good; good fresh; perfect usual; missing order; order time; good sushi; excellent quality; order ordering; sushi good; delicious fast,5
ayakosushi,"AR-FACTEverything is always perfect at Ayako…Whether it’s takeaway or on site, there’s never anything to complain about 🤷‍♂️",restaurant good; good fresh; perfect usual; missing order; order time; good sushi; excellent quality; order ordering; sushi good; delicious fast,5
ayakosushi,"The order, placed on the application, was ready on time.",restaurant good; good fresh; perfect usual; missing order; order time; good sushi; excellent quality; order ordering; sushi good; delicious fast,5
ayakosushi,"It's perfect, everything is good and what's more, I was able to pay with my holiday vouchers.",restaurant good; good fresh; perfect usual; missing order; order time; good sushi; excellent quality; order ordering; sushi good; delicious fast,5
ayakosushi,"Fast service, smiling and welcoming waitress, good value for money meal.",restaurant good; good fresh; perfect usual; missing order; order time; good sushi; excellent quality; order ordering; sushi good; delicious fast,4
ayakosushi,Quality and delicious products. Careful preparation and functional application! Delighted.,restaurant good; good fresh; perfect usual; missing order; order time; good sushi; excellent quality; order ordering; sushi good; delicious fast,5
ayakosushi,"ayano is very good, we go there every…Ayako is very good, we go there every Friday for 10 years!",restaurant good; good fresh; perfect usual; missing order; order time; good sushi; excellent quality; order ordering; sushi good; delicious fast,5
ayakosushi,Always excellent and fresh products. Always a friendly welcome.,restaurant good; good fresh; perfect usual; missing order; order time; good sushi; excellent quality; order ordering; sushi good; delicious fast,5
ayakosushi,Fast and quality service,restaurant good; good fresh; perfect usual; missing order; order time; good sushi; excellent quality; order ordering; sushi good; delicious fast,5
ayakosushi,We ate well and thank you to Claire…We ate well and thank you to Claire for her service with a big smile and very friendly,restaurant good; good fresh; perfect usual; missing order; order time; good sushi; excellent quality; order ordering; sushi good; delicious fast,4
ayakosushi,"I ordered on app, very practical and delicious",restaurant good; good fresh; perfect usual; missing order; order time; good sushi; excellent quality; order ordering; sushi good; delicious fast,5
ayakosushi,"Hello, our order was good but the rice bowls and soy sauce were missing. It's a shame because the rest was good.",restaurant good; good fresh; perfect usual; missing order; order time; good sushi; excellent quality; order ordering; sushi good; delicious fast,2
ayakosushi,"Top, very good and fast",restaurant good; good fresh; perfect usual; missing order; order time; good sushi; excellent quality; order ordering; sushi good; delicious fast,4
ayakosushi,"Not bad......but could do better!The ""Home"" menu is quite expensive for the quantity. The meat skewers rather very average. Orders on the counter in the open air (not in the fridge) not great. Overall ok.",restaurant good; good fresh; perfect usual; missing order; order time; good sushi; excellent quality; order ordering; sushi good; delicious fast,3
ayakosushi,Good extra fresh sushi.,restaurant good; good fresh; perfect usual; missing order; order time; good sushi; excellent quality; order ordering; sushi good; delicious fast,5
ayakosushi,Super welcome always very friendly…Super welcome always very friendly I love it,restaurant good; good fresh; perfect usual; missing order; order time; good sushi; excellent quality; order ordering; sushi good; delicious fast,5
ayakosushi,"Always so good on the spot or at…Always so good on the spot or to take away, I love it!!!",restaurant good; good fresh; perfect usual; missing order; order time; good sushi; excellent quality; order ordering; sushi good; delicious fast,5
ayakosushi,Perfect as usual ! Fresh and good,restaurant good; good fresh; perfect usual; missing order; order time; good sushi; excellent quality; order ordering; sushi good; delicious fast,5
ayakosushi,Good quality dish for a price…Good quality dish for a reasonable price.,restaurant good; good fresh; perfect usual; missing order; order time; good sushi; excellent quality; order ordering; sushi good; delicious fast,5
ayakosushi,"Very warm welcome upon receipt of the…Very warm welcome upon receipt of the order, fresh and good products",restaurant good; good fresh; perfect usual; missing order; order time; good sushi; excellent quality; order ordering; sushi good; delicious fast,5
ayakosushi,1st time ordering sushi and…1st time ordering sushi and they were excellent.👍😋,restaurant good; good fresh; perfect usual; missing order; order time; good sushi; excellent quality; order ordering; sushi good; delicious fast,5
ayakosushi,Products well prepared and ready to…Products well prepared and ready at the scheduled time,restaurant good; good fresh; perfect usual; missing order; order time; good sushi; excellent quality; order ordering; sushi good; delicious fast,5
ayakosushi,"Very good, well prepared order and friendly staff",restaurant good; good fresh; perfect usual; missing order; order time; good sushi; excellent quality; order ordering; sushi good; delicious fast,5
ayakosushi,The meal was excellent. The meal was excellent. Too bad one of the bowls of soup was poorly closed. The soup spilled on the seat of my car. I'll still come back,restaurant good; good fresh; perfect usual; missing order; order time; good sushi; excellent quality; order ordering; sushi good; delicious fast,4
